patrol_id,date_id,date,zone_id,ranger_id,hours_patrolled,sightings_count,risk_score
10106,165,2023-06-14,18,17,4,3,0.35
10107,878,2025-05-27,5,24,8,0,0.85
10108,78,2023-03-19,3,8,5,3,0.76
10109,614,2024-09-05,2,23,4,1,0.38
10110,869,2025-05-18,10,33,4,4,0.12
10111,812,2025-03-22,6,29,5,2,0.53
10112,1072,2025-12-07,19,19,5,5,0.62
10113,767,2025-02-05,17,5,7,2,0.65
10114,82,2023-03-23,19,37,8,1,0.38
10115,209,2023-07-28,13,23,8,0,0.21
10116,522,2024-06-05,17,26,4,2,0.55
10117,1053,2025-11-18,18,24,5,1,0.49
10118,994,2025-09-20,11,21,3,3,0.9
10119,465,2024-04-09,20,33,6,4,0.56
10120,628,2024-09-19,20,26,5,1,0.25
10121,781,2025-02-19,13,10,6,1,0.39
10122,559,2024-07-12,11,29,4,3,0.53
10123,960,2025-08-17,20,35,3,0,0.77
10124,91,2023-04-01,19,28,8,5,0.48
10125,1077,2025-12-12,10,12,3,5,0.74
10126,860,2025-05-09,3,7,8,3,0.22
10127,556,2024-07-09,6,16,7,3,0.41
10128,156,2023-06-05,7,20,8,2,0.52
10129,2,2023-01-02,20,29,8,5,0.12
10130,825,2025-04-04,5,35,7,1,0.71
10131,802,2025-03-12,9,28,4,1,0.77
10132,983,2025-09-09,10,7,5,3,0.36
10133,1082,2025-12-17,14,22,3,3,0.87
10134,493,2024-05-07,11,14,4,1,0.68
10135,669,2024-10-30,17,36,4,1,0.76
10136,1059,2025-11-24,11,10,8,1,0.62
10137,75,2023-03-16,7,2,5,0,0.76
10138,944,2025-08-01,11,22,3,3,0.89
10139,371,2024-01-06,13,16,8,3,0.78
10140,587,2024-08-09,19,35,8,2,0.48
10141,329,2023-11-25,6,40,3,2,0.61
10142,590,2024-08-12,2,11,3,4,0.56
10143,777,2025-02-15,14,33,7,1,0.51
10144,304,2023-10-31,16,34,3,1,0.72
10145,579,2024-08-01,7,33,6,4,0.45
10146,221,2023-08-09,1,19,8,3,0.35
10147,979,2025-09-05,2,20,5,1,0.13
10148,375,2024-01-10,9,10,3,2,0.17
10149,188,2023-07-07,18,19,5,0,0.28
10150,474,2024-04-18,20,12,5,5,0.22
10151,844,2025-04-23,18,10,6,3,0.12
10152,531,2024-06-14,18,7,3,0,0.66
10153,1071,2025-12-06,10,40,5,0,0.71
10154,1089,2025-12-24,8,11,8,4,0.38
10155,963,2025-08-20,8,16,3,0,0.89
10156,475,2024-04-19,2,33,6,1,0.57
10157,946,2025-08-03,18,38,7,4,0.18
10158,1090,2025-12-25,11,17,7,2,0.39
10159,517,2024-05-31,11,25,7,0,0.57
10160,426,2024-03-01,19,31,7,1,0.86
10161,133,2023-05-13,11,1,4,1,0.65
10162,314,2023-11-10,10,39,5,2,0.11
10163,591,2024-08-13,8,20,4,4,0.64
10164,1009,2025-10-05,15,9,3,4,0.62
10165,159,2023-06-08,8,2,8,4,0.79
10166,661,2024-10-22,19,1,7,2,0.21
10167,748,2025-01-17,1,39,3,2,0.75
10168,801,2025-03-11,20,5,6,2,0.8
10169,410,2024-02-14,3,12,5,4,0.74
10170,680,2024-11-10,12,14,6,0,0.43
10171,114,2023-04-24,16,39,5,2,0.65
10172,897,2025-06-15,16,32,6,2,0.75
10173,1079,2025-12-14,17,40,6,4,0.86
10174,65,2023-03-06,16,9,8,2,0.37
10175,684,2024-11-14,9,33,5,0,0.27
10176,146,2023-05-26,19,25,3,4,0.71
10177,943,2025-07-31,1,38,6,2,0.18
10178,1034,2025-10-30,18,14,5,2,0.55
10179,739,2025-01-08,6,9,5,3,0.79
10180,186,2023-07-05,6,27,6,3,0.28
10181,835,2025-04-14,12,19,3,1,0.41
10182,809,2025-03-19,3,25,7,1,0.76
10183,171,2023-06-20,11,32,8,2,0.5
10184,213,2023-08-01,6,22,4,3,0.24
10185,27,2023-01-27,14,29,7,1,0.17
10186,1014,2025-10-10,18,28,6,4,0.55
10187,1092,2025-12-27,16,13,6,3,0.12
10188,790,2025-02-28,13,28,8,0,0.37
10189,408,2024-02-12,1,3,5,0,0.59
10190,74,2023-03-15,6,30,8,0,0.1
10191,578,2024-07-31,14,11,3,0,0.79
10192,680,2024-11-10,17,2,8,3,0.87
10193,786,2025-02-24,13,9,8,4,0.43
10194,849,2025-04-28,13,33,3,0,0.13
10195,870,2025-05-19,9,26,6,4,0.32
10196,237,2023-08-25,6,16,3,1,0.63
10197,727,2024-12-27,6,25,4,1,0.13
10198,378,2024-01-13,5,1,8,2,0.78
10199,661,2024-10-22,14,21,3,3,0.74
10200,830,2025-04-09,14,20,3,0,0.47
10201,906,2025-06-24,4,5,8,4,0.72
10202,376,2024-01-11,2,17,5,4,0.24
10203,619,2024-09-10,2,40,6,5,0.87
10204,653,2024-10-14,17,38,3,3,0.5
10205,1033,2025-10-29,10,1,6,1,0.89
10206,196,2023-07-15,14,13,3,3,0.52
10207,807,2025-03-17,19,18,3,4,0.67
10208,893,2025-06-11,17,4,3,3,0.74
10209,1085,2025-12-20,11,14,5,5,0.73
10210,937,2025-07-25,7,5,3,1,0.69
10211,847,2025-04-26,9,33,7,1,0.21
10212,818,2025-03-28,14,26,4,5,0.43
10213,564,2024-07-17,4,4,8,0,0.53
10214,634,2024-09-25,14,30,8,0,0.67
10215,679,2024-11-09,20,17,3,5,0.42
10216,1018,2025-10-14,20,28,8,0,0.55
10217,8,2023-01-08,17,6,7,1,0.44
10218,1069,2025-12-04,19,27,6,4,0.67
10219,344,2023-12-10,17,36,5,0,0.16
10220,796,2025-03-06,14,7,6,3,0.67
10221,1051,2025-11-16,13,1,5,4,0.77
10222,849,2025-04-28,14,10,6,5,0.11
10223,62,2023-03-03,16,13,6,2,0.53
10224,1086,2025-12-21,15,32,4,0,0.3
10225,422,2024-02-26,19,14,4,2,0.45
10226,633,2024-09-24,11,33,4,0,0.7
10227,792,2025-03-02,12,30,6,4,0.72
10228,551,2024-07-04,11,9,8,2,0.42
10229,606,2024-08-28,5,6,5,1,0.17
10230,525,2024-06-08,8,10,4,0,0.59
10231,899,2025-06-17,6,11,5,5,0.32
10232,163,2023-06-12,16,39,5,5,0.19
10233,787,2025-02-25,12,20,3,3,0.35
10234,910,2025-06-28,6,25,7,2,0.56
10235,982,2025-09-08,13,12,6,5,0.83
10236,379,2024-01-14,7,22,7,3,0.27
10237,173,2023-06-22,8,12,6,2,0.71
10238,1000,2025-09-26,12,14,5,4,0.79
10239,64,2023-03-05,2,36,7,3,0.22
10240,975,2025-09-01,9,14,3,0,0.1
10241,66,2023-03-07,13,2,7,1,0.86
10242,458,2024-04-02,17,2,8,4,0.18
10243,453,2024-03-28,13,6,7,2,0.23
10244,979,2025-09-05,16,25,3,0,0.43
10245,178,2023-06-27,1,3,3,2,0.34
10246,280,2023-10-07,7,23,4,3,0.89
10247,344,2023-12-10,13,9,8,3,0.76
10248,1041,2025-11-06,14,31,6,1,0.62
10249,296,2023-10-23,17,28,5,3,0.12
10250,202,2023-07-21,16,25,7,4,0.29
10251,962,2025-08-19,15,35,7,2,0.25
10252,684,2024-11-14,17,1,5,2,0.31
10253,375,2024-01-10,2,2,3,4,0.86
10254,35,2023-02-04,12,15,3,3,0.43
10255,29,2023-01-29,3,40,7,3,0.8
10256,775,2025-02-13,9,16,7,4,0.48
10257,221,2023-08-09,6,23,5,1,0.63
10258,53,2023-02-22,6,35,5,0,0.85
10259,791,2025-03-01,7,8,8,0,0.57
10260,76,2023-03-17,8,7,6,3,0.39
10261,494,2024-05-08,3,21,3,5,0.48
10262,117,2023-04-27,15,35,4,0,0.47
10263,280,2023-10-07,6,39,8,0,0.74
10264,746,2025-01-15,11,37,4,5,0.37
10265,949,2025-08-06,3,33,8,0,0.13
10266,764,2025-02-02,16,37,5,3,0.64
10267,295,2023-10-22,6,35,6,2,0.78
10268,1018,2025-10-14,11,18,7,3,0.5
10269,1045,2025-11-10,8,19,5,3,0.21
10270,842,2025-04-21,10,10,5,5,0.22
10271,1060,2025-11-25,10,4,8,1,0.81
10272,497,2024-05-11,3,30,5,1,0.16
10273,206,2023-07-25,14,33,4,3,0.5
10274,426,2024-03-01,19,4,5,4,0.36
10275,44,2023-02-13,9,9,6,4,0.32
10276,605,2024-08-27,13,17,4,1,0.24
10277,454,2024-03-29,9,39,6,5,0.34
10278,595,2024-08-17,12,24,8,1,0.67
10279,507,2024-05-21,14,39,4,2,0.58
10280,794,2025-03-04,5,13,8,1,0.17
10281,21,2023-01-21,6,26,6,5,0.7
10282,620,2024-09-11,13,19,3,0,0.38
10283,414,2024-02-18,13,17,3,3,0.27
10284,1095,2025-12-30,6,30,4,3,0.75
10285,337,2023-12-03,14,26,3,5,0.61
10286,910,2025-06-28,11,13,7,3,0.68
10287,276,2023-10-03,13,18,8,5,0.34
10288,892,2025-06-10,12,21,6,2,0.7
10289,13,2023-01-13,16,34,4,2,0.32
10290,1027,2025-10-23,6,9,8,0,0.64
10291,978,2025-09-04,9,30,3,3,0.27
10292,974,2025-08-31,17,29,4,0,0.61
10293,175,2023-06-24,20,29,7,1,0.47
10294,241,2023-08-29,16,19,4,3,0.23
10295,547,2024-06-30,12,8,4,0,0.58
10296,14,2023-01-14,18,17,8,2,0.11
10297,725,2024-12-25,9,12,5,5,0.65
10298,3,2023-01-03,3,15,5,2,0.86
10299,691,2024-11-21,10,5,5,2,0.82
10300,747,2025-01-16,11,34,5,5,0.88
10301,769,2025-02-07,2,3,6,0,0.45
10302,872,2025-05-21,8,5,7,0,0.76
10303,495,2024-05-09,20,34,4,0,0.21
10304,417,2024-02-21,11,9,8,4,0.11
10305,628,2024-09-19,18,24,7,3,0.23
10306,1076,2025-12-11,20,5,4,4,0.45
10307,1021,2025-10-17,7,27,8,4,0.23
10308,142,2023-05-22,14,20,5,5,0.46
10309,46,2023-02-15,7,2,6,1,0.29
10310,844,2025-04-23,1,23,4,1,0.27
10311,1009,2025-10-05,12,34,4,2,0.84
10312,10,2023-01-10,1,29,3,5,0.52
10313,664,2024-10-25,3,35,6,4,0.64
10314,573,2024-07-26,2,30,6,1,0.42
10315,649,2024-10-10,3,3,6,4,0.23
10316,913,2025-07-01,4,10,7,3,0.67
10317,640,2024-10-01,14,34,5,4,0.45
10318,616,2024-09-07,18,1,3,2,0.77
10319,698,2024-11-28,5,6,7,0,0.17
10320,909,2025-06-27,15,6,8,2,0.41
10321,178,2023-06-27,16,16,5,4,0.23
10322,869,2025-05-18,8,1,4,5,0.66
10323,1030,2025-10-26,8,5,3,4,0.37
10324,853,2025-05-02,7,25,7,0,0.43
10325,307,2023-11-03,6,27,3,2,0.38
10326,548,2024-07-01,7,38,5,2,0.77
10327,327,2023-11-23,19,26,8,4,0.55
10328,395,2024-01-30,1,16,8,3,0.67
10329,300,2023-10-27,13,26,7,5,0.69
10330,749,2025-01-18,7,37,8,5,0.67
10331,285,2023-10-12,1,28,7,1,0.86
10332,330,2023-11-26,10,28,3,4,0.62
10333,50,2023-02-19,13,30,4,4,0.62
10334,773,2025-02-11,4,13,4,5,0.75
10335,378,2024-01-13,7,25,4,1,0.11
10336,1000,2025-09-26,6,19,5,0,0.15
10337,774,2025-02-12,6,13,3,4,0.3
10338,1084,2025-12-19,11,11,8,3,0.25
10339,868,2025-05-17,9,23,5,0,0.22
10340,3,2023-01-03,7,14,5,0,0.54
10341,748,2025-01-17,9,10,8,0,0.26
10342,275,2023-10-02,6,34,4,4,0.87
10343,215,2023-08-03,19,40,4,5,0.25
10344,329,2023-11-25,14,23,4,0,0.23
10345,255,2023-09-12,1,40,8,2,0.56
10346,126,2023-05-06,16,21,3,4,0.24
10347,767,2025-02-05,9,20,3,4,0.63
10348,217,2023-08-05,15,32,8,1,0.79
10349,832,2025-04-11,19,14,4,5,0.45
10350,182,2023-07-01,10,24,5,0,0.38
10351,334,2023-11-30,16,18,3,4,0.65
10352,511,2024-05-25,3,30,7,5,0.74
10353,383,2024-01-18,19,28,5,3,0.34
10354,332,2023-11-28,13,14,8,3,0.75
10355,900,2025-06-18,14,21,5,5,0.71
10356,642,2024-10-03,7,34,6,4,0.49
10357,634,2024-09-25,2,5,3,4,0.47
10358,451,2024-03-26,14,31,7,3,0.18
10359,196,2023-07-15,17,3,3,3,0.17
10360,458,2024-04-02,13,23,5,2,0.7
10361,830,2025-04-09,2,39,8,3,0.57
10362,257,2023-09-14,5,30,3,2,0.49
10363,9,2023-01-09,4,30,5,4,0.14
10364,761,2025-01-30,3,36,7,0,0.14
10365,949,2025-08-06,14,38,5,5,0.84
10366,1083,2025-12-18,11,7,8,5,0.63
10367,887,2025-06-05,8,5,4,5,0.41
10368,393,2024-01-28,9,6,8,0,0.66
10369,399,2024-02-03,16,14,5,1,0.31
10370,331,2023-11-27,3,11,4,5,0.43
10371,480,2024-04-24,10,37,7,2,0.47
10372,134,2023-05-14,1,2,7,3,0.12
10373,916,2025-07-04,9,31,5,2,0.89
10374,935,2025-07-23,16,27,4,1,0.41
10375,355,2023-12-21,9,16,5,1,0.87
10376,584,2024-08-06,12,2,7,2,0.62
10377,625,2024-09-16,1,26,4,3,0.84
10378,290,2023-10-17,16,16,6,4,0.14
10379,825,2025-04-04,8,9,6,4,0.87
10380,629,2024-09-20,14,9,7,4,0.43
10381,1019,2025-10-15,14,5,8,5,0.21
10382,632,2024-09-23,10,36,4,1,0.64
10383,327,2023-11-23,1,7,5,5,0.71
10384,210,2023-07-29,6,32,8,2,0.62
10385,636,2024-09-27,9,29,8,1,0.53
10386,868,2025-05-17,19,37,7,3,0.75
10387,428,2024-03-03,16,3,7,5,0.65
10388,393,2024-01-28,19,30,3,0,0.59
10389,826,2025-04-05,11,40,8,1,0.35
10390,916,2025-07-04,11,31,8,3,0.8
10391,348,2023-12-14,14,27,5,3,0.65
10392,50,2023-02-19,7,6,5,3,0.82
10393,916,2025-07-04,12,29,6,0,0.58
10394,1051,2025-11-16,20,9,3,4,0.74
10395,968,2025-08-25,20,20,8,2,0.81
10396,800,2025-03-10,5,11,5,1,0.53
10397,1017,2025-10-13,1,19,8,0,0.67
10398,649,2024-10-10,11,39,5,3,0.56
10399,301,2023-10-28,15,10,6,0,0.68
10400,166,2023-06-15,10,5,3,1,0.52
10401,316,2023-11-12,15,39,3,2,0.74
10402,1,2023-01-01,13,23,4,1,0.75
10403,1020,2025-10-16,15,6,8,5,0.14
10404,63,2023-03-04,2,31,7,0,0.26
10405,483,2024-04-27,13,18,4,5,0.25
10406,222,2023-08-10,12,21,3,3,0.36
10407,152,2023-06-01,4,15,8,5,0.48
10408,644,2024-10-05,12,31,6,3,0.69
10409,626,2024-09-17,15,10,4,4,0.34
10410,217,2023-08-05,13,6,6,4,0.62
10411,196,2023-07-15,2,24,3,2,0.79
10412,995,2025-09-21,20,33,8,2,0.46
10413,1015,2025-10-11,16,28,6,5,0.63
10414,647,2024-10-08,14,28,4,5,0.78
10415,708,2024-12-08,2,10,3,4,0.68
10416,1081,2025-12-16,17,23,3,4,0.18
10417,722,2024-12-22,16,15,4,1,0.22
10418,640,2024-10-01,4,37,8,1,0.17
10419,106,2023-04-16,11,14,7,5,0.33
10420,165,2023-06-14,13,14,4,3,0.1
10421,215,2023-08-03,6,7,4,5,0.59
10422,1095,2025-12-30,17,36,8,3,0.12
10423,90,2023-03-31,1,18,5,4,0.46
10424,874,2025-05-23,9,15,3,1,0.49
10425,608,2024-08-30,18,33,5,4,0.62
10426,349,2023-12-15,11,22,5,4,0.29
10427,894,2025-06-12,14,17,5,2,0.79
10428,246,2023-09-03,2,26,6,4,0.5
10429,272,2023-09-29,20,15,4,3,0.65
10430,403,2024-02-07,11,40,5,2,0.38
10431,1040,2025-11-05,2,18,6,1,0.31
10432,961,2025-08-18,4,8,6,3,0.57
10433,898,2025-06-16,13,3,3,0,0.82
10434,1080,2025-12-15,6,14,4,1,0.67
10435,284,2023-10-11,7,34,8,5,0.66
10436,517,2024-05-31,20,33,7,0,0.5
10437,618,2024-09-09,3,37,4,3,0.11
10438,612,2024-09-03,4,1,6,1,0.8
10439,750,2025-01-19,20,35,4,0,0.29
10440,400,2024-02-04,3,10,3,0,0.48
10441,86,2023-03-27,1,19,4,1,0.25
10442,320,2023-11-16,19,11,6,4,0.75
10443,1056,2025-11-21,13,35,6,3,0.13
10444,336,2023-12-02,14,2,5,3,0.63
10445,51,2023-02-20,16,3,6,2,0.14
10446,174,2023-06-23,4,15,3,1,0.83
10447,501,2024-05-15,17,28,6,3,0.14
10448,76,2023-03-17,10,2,4,0,0.81
10449,316,2023-11-12,7,30,8,1,0.3
10450,697,2024-11-27,13,38,8,5,0.62
10451,1010,2025-10-06,13,5,8,0,0.61
10452,732,2025-01-01,14,6,7,1,0.78
10453,1095,2025-12-30,6,5,6,0,0.42
10454,969,2025-08-26,16,12,8,0,0.52
10455,854,2025-05-03,9,4,3,1,0.41
10456,666,2024-10-27,20,24,3,2,0.62
10457,652,2024-10-13,16,25,8,0,0.35
10458,1095,2025-12-30,12,26,3,1,0.61
10459,46,2023-02-15,16,33,8,4,0.7
10460,1071,2025-12-06,5,21,3,5,0.2
10461,149,2023-05-29,11,23,4,4,0.4
10462,910,2025-06-28,1,37,5,5,0.13
10463,456,2024-03-31,10,37,7,2,0.17
10464,877,2025-05-26,11,12,8,1,0.14
10465,966,2025-08-23,15,37,5,5,0.66
10466,869,2025-05-18,3,21,5,2,0.88
10467,929,2025-07-17,15,13,5,5,0.59
10468,1024,2025-10-20,11,33,4,0,0.37
10469,1001,2025-09-27,9,6,7,5,0.72
10470,774,2025-02-12,2,12,6,5,0.51
10471,244,2023-09-01,12,38,6,4,0.21
10472,474,2024-04-18,20,30,8,2,0.82
10473,382,2024-01-17,16,37,7,0,0.2
10474,489,2024-05-03,16,18,7,4,0.88
10475,1061,2025-11-26,1,16,3,2,0.39
10476,397,2024-02-01,16,7,5,0,0.68
10477,296,2023-10-23,6,1,3,5,0.87
10478,107,2023-04-17,14,28,4,3,0.57
10479,860,2025-05-09,11,3,4,4,0.88
10480,954,2025-08-11,1,39,7,0,0.24
10481,530,2024-06-13,20,10,4,3,0.15
10482,934,2025-07-22,17,14,7,2,0.62
10483,288,2023-10-15,19,15,6,3,0.18
10484,706,2024-12-06,2,6,5,5,0.5
10485,215,2023-08-03,14,39,4,4,0.72
10486,732,2025-01-01,8,16,3,1,0.76
10487,344,2023-12-10,6,18,4,2,0.55
10488,194,2023-07-13,9,35,8,3,0.47
10489,158,2023-06-07,5,25,5,0,0.17
10490,465,2024-04-09,5,33,4,1,0.64
10491,104,2023-04-14,18,33,7,1,0.7
10492,34,2023-02-03,14,19,4,2,0.41
10493,639,2024-09-30,12,38,6,3,0.53
10494,325,2023-11-21,12,11,6,4,0.3
10495,691,2024-11-21,6,39,4,3,0.41
10496,592,2024-08-14,4,3,3,3,0.58
10497,141,2023-05-21,15,38,4,2,0.71
10498,474,2024-04-18,15,1,7,2,0.15
10499,1055,2025-11-20,17,40,7,0,0.5
10500,884,2025-06-02,3,25,7,4,0.16
10501,63,2023-03-04,10,32,3,2,0.82
10502,304,2023-10-31,8,36,6,0,0.61
10503,1085,2025-12-20,9,4,7,5,0.48
10504,396,2024-01-31,3,23,7,1,0.13
10505,334,2023-11-30,1,16,4,0,0.52
10506,786,2025-02-24,11,11,6,4,0.6
10507,411,2024-02-15,13,22,7,0,0.44
10508,284,2023-10-11,12,39,7,5,0.33
10509,466,2024-04-10,7,33,4,0,0.87
10510,80,2023-03-21,2,38,4,2,0.27
10511,784,2025-02-22,1,13,5,4,0.88
10512,733,2025-01-02,20,21,4,0,0.11
10513,77,2023-03-18,3,12,4,3,0.52
10514,509,2024-05-23,4,26,5,0,0.38
10515,1033,2025-10-29,17,1,7,1,0.32
10516,462,2024-04-06,18,22,8,1,0.38
10517,245,2023-09-02,17,27,4,0,0.59
10518,122,2023-05-02,19,32,3,5,0.43
10519,185,2023-07-04,4,8,5,0,0.24
10520,32,2023-02-01,17,34,8,3,0.6
10521,998,2025-09-24,2,18,8,0,0.86
10522,762,2025-01-31,10,4,5,2,0.88
10523,569,2024-07-22,12,1,8,4,0.76
10524,310,2023-11-06,13,16,7,5,0.24
10525,830,2025-04-09,11,30,8,3,0.26
10526,992,2025-09-18,8,23,8,0,0.11
10527,1080,2025-12-15,20,31,4,5,0.74
10528,791,2025-03-01,5,28,3,2,0.24
10529,464,2024-04-08,2,37,7,5,0.86
10530,678,2024-11-08,12,16,4,0,0.46
10531,979,2025-09-05,2,9,7,3,0.14
10532,670,2024-10-31,6,2,8,3,0.61
10533,698,2024-11-28,19,2,5,1,0.19
10534,994,2025-09-20,12,32,5,1,0.63
10535,78,2023-03-19,13,16,4,0,0.65
10536,534,2024-06-17,17,13,7,4,0.14
10537,108,2023-04-18,12,27,8,2,0.8
10538,764,2025-02-02,3,31,4,1,0.41
10539,15,2023-01-15,8,33,8,1,0.36
10540,370,2024-01-05,16,21,6,4,0.62
10541,205,2023-07-24,4,19,4,5,0.85
10542,865,2025-05-14,13,13,8,3,0.88
10543,441,2024-03-16,8,19,6,0,0.77
10544,859,2025-05-08,1,35,5,0,0.72
10545,227,2023-08-15,3,35,3,2,0.54
10546,528,2024-06-11,1,33,5,4,0.53
10547,354,2023-12-20,15,3,3,5,0.59
10548,623,2024-09-14,18,21,7,4,0.89
10549,1025,2025-10-21,20,40,3,4,0.13
10550,927,2025-07-15,3,23,7,3,0.48
10551,161,2023-06-10,15,11,6,4,0.27
10552,871,2025-05-20,5,4,7,3,0.59
10553,444,2024-03-19,10,4,4,0,0.57
10554,463,2024-04-07,7,15,4,3,0.85
10555,1054,2025-11-19,8,28,8,0,0.38
10556,473,2024-04-17,3,36,4,2,0.72
10557,557,2024-07-10,18,8,5,4,0.68
10558,80,2023-03-21,17,24,8,2,0.45
10559,1063,2025-11-28,16,34,4,4,0.52
10560,240,2023-08-28,13,15,7,5,0.47
10561,557,2024-07-10,4,23,7,2,0.85
10562,590,2024-08-12,3,27,7,1,0.19
10563,269,2023-09-26,11,14,4,1,0.57
10564,335,2023-12-01,2,2,8,3,0.41
10565,312,2023-11-08,18,35,6,5,0.18
10566,1077,2025-12-12,4,7,6,2,0.3
10567,1092,2025-12-27,17,16,5,4,0.59
10568,694,2024-11-24,6,22,7,0,0.7
10569,34,2023-02-03,10,28,7,3,0.51
10570,386,2024-01-21,11,32,5,5,0.51
10571,249,2023-09-06,5,7,7,3,0.62
10572,1071,2025-12-06,18,22,3,5,0.22
10573,794,2025-03-04,10,2,8,1,0.24
10574,852,2025-05-01,9,8,5,5,0.87
10575,874,2025-05-23,16,7,7,2,0.87
10576,376,2024-01-11,10,38,5,2,0.72
10577,724,2024-12-24,10,21,3,5,0.73
10578,202,2023-07-21,4,22,3,3,0.17
10579,445,2024-03-20,14,35,8,1,0.4
10580,297,2023-10-24,8,18,4,0,0.46
10581,493,2024-05-07,1,9,7,1,0.21
10582,338,2023-12-04,16,2,8,2,0.12
10583,923,2025-07-11,17,17,3,0,0.28
10584,1090,2025-12-25,10,40,3,3,0.87
10585,792,2025-03-02,6,20,8,0,0.84
10586,962,2025-08-19,7,6,3,3,0.29
10587,317,2023-11-13,18,11,4,1,0.85
10588,942,2025-07-30,2,5,7,0,0.37
10589,626,2024-09-17,9,10,5,4,0.71
10590,75,2023-03-16,5,23,4,2,0.4
10591,939,2025-07-27,8,33,7,3,0.14
10592,59,2023-02-28,5,40,3,0,0.87
10593,386,2024-01-21,15,36,4,0,0.32
10594,15,2023-01-15,8,39,6,5,0.14
10595,199,2023-07-18,5,34,6,4,0.89
10596,35,2023-02-04,5,17,3,5,0.61
10597,162,2023-06-11,20,26,7,5,0.46
10598,982,2025-09-08,17,27,7,5,0.76
10599,799,2025-03-09,9,3,4,1,0.68
10600,895,2025-06-13,2,19,6,4,0.44
10601,471,2024-04-15,1,8,7,0,0.22
10602,531,2024-06-14,11,17,4,2,0.63
10603,792,2025-03-02,15,1,4,0,0.81
10604,852,2025-05-01,1,7,6,0,0.51
10605,348,2023-12-14,7,36,3,0,0.55
10606,694,2024-11-24,19,3,4,5,0.78
10607,935,2025-07-23,15,19,3,4,0.86
10608,913,2025-07-01,6,27,6,4,0.53
10609,147,2023-05-27,20,3,4,3,0.14
10610,675,2024-11-05,10,34,5,3,0.22
10611,687,2024-11-17,12,5,6,5,0.86
10612,960,2025-08-17,13,37,6,5,0.77
10613,686,2024-11-16,15,16,5,3,0.61
10614,121,2023-05-01,19,14,6,0,0.48
10615,419,2024-02-23,17,30,5,3,0.43
10616,350,2023-12-16,13,32,5,3,0.14
10617,42,2023-02-11,2,12,6,1,0.8
10618,29,2023-01-29,18,27,5,5,0.4
10619,966,2025-08-23,11,26,5,5,0.52
10620,785,2025-02-23,5,29,6,4,0.53
10621,14,2023-01-14,4,23,5,3,0.77
10622,920,2025-07-08,2,22,3,4,0.26
10623,818,2025-03-28,16,20,6,2,0.48
10624,825,2025-04-04,7,38,6,5,0.86
10625,872,2025-05-21,8,16,3,1,0.67
10626,295,2023-10-22,8,31,7,2,0.42
10627,864,2025-05-13,2,3,8,5,0.61
10628,548,2024-07-01,15,21,4,4,0.57
10629,1061,2025-11-26,5,39,5,4,0.54
10630,1008,2025-10-04,19,5,8,2,0.53
10631,1038,2025-11-03,10,20,5,3,0.67
10632,635,2024-09-26,9,23,8,1,0.81
10633,595,2024-08-17,20,32,4,4,0.43
10634,614,2024-09-05,8,9,5,0,0.88
10635,1046,2025-11-11,5,3,8,1,0.42
10636,465,2024-04-09,19,27,5,2,0.64
10637,955,2025-08-12,13,27,3,4,0.32
10638,930,2025-07-18,14,10,3,4,0.7
10639,799,2025-03-09,8,16,8,5,0.41
10640,395,2024-01-30,16,24,3,2,0.41
10641,246,2023-09-03,5,23,3,0,0.26
10642,568,2024-07-21,1,9,6,5,0.16
10643,38,2023-02-07,19,2,5,0,0.38
10644,245,2023-09-02,19,6,4,4,0.58
10645,21,2023-01-21,17,37,5,3,0.14
10646,394,2024-01-29,10,35,6,0,0.25
10647,987,2025-09-13,5,7,6,0,0.3
10648,8,2023-01-08,7,15,5,3,0.25
10649,328,2023-11-24,16,21,8,5,0.18
10650,290,2023-10-17,3,38,5,0,0.25
10651,511,2024-05-25,12,36,3,3,0.85
10652,912,2025-06-30,14,23,6,2,0.73
10653,361,2023-12-27,20,29,5,5,0.84
10654,716,2024-12-16,1,13,4,1,0.81
10655,219,2023-08-07,7,5,4,1,0.42
10656,406,2024-02-10,18,39,3,2,0.4
10657,753,2025-01-22,4,39,3,0,0.72
10658,923,2025-07-11,16,1,5,1,0.82
10659,832,2025-04-11,11,20,4,2,0.7
10660,794,2025-03-04,18,1,8,1,0.57
10661,595,2024-08-17,16,35,6,0,0.55
10662,107,2023-04-17,7,40,7,5,0.47
10663,581,2024-08-03,3,7,4,3,0.46
10664,609,2024-08-31,5,35,6,2,0.15
10665,8,2023-01-08,18,34,4,5,0.27
10666,806,2025-03-16,17,5,5,1,0.22
10667,189,2023-07-08,1,29,7,0,0.48
10668,81,2023-03-22,16,27,7,5,0.33
10669,108,2023-04-18,15,7,5,1,0.4
10670,686,2024-11-16,13,1,5,0,0.88
10671,346,2023-12-12,7,9,3,0,0.71
10672,328,2023-11-24,3,1,6,0,0.21
10673,555,2024-07-08,13,27,8,0,0.75
10674,302,2023-10-29,16,17,6,2,0.45
10675,200,2023-07-19,1,32,3,5,0.78
10676,893,2025-06-11,1,30,6,3,0.71
10677,1063,2025-11-28,16,15,7,2,0.51
10678,307,2023-11-03,2,28,4,1,0.68
10679,1028,2025-10-24,18,3,7,2,0.85
10680,468,2024-04-12,18,28,3,2,0.53
10681,179,2023-06-28,5,5,6,1,0.22
10682,645,2024-10-06,5,2,6,3,0.55
10683,276,2023-10-03,8,38,4,2,0.14
